time_utc;sealevel_m
2025-07-29 00:00:00;1.89
2025-07-29 00:01:00;1.88
2025-07-29 00:02:00;1.88
2025-07-29 00:03:00;1.88
2025-07-29 00:04:00;1.87
2025-07-29 00:05:00;1.87
2025-07-29 00:06:00;1.87
2025-07-29 00:07:00;1.87
2025-07-29 00:08:00;1.87
2025-07-29 00:09:00;1.86
2025-07-29 00:10:00;1.86
2025-07-29 00:11:00;1.86
2025-07-29 00:12:00;1.85
2025-07-29 00:13:00;1.85
2025-07-29 00:14:00;1.85
2025-07-29 00:15:00;1.84
2025-07-29 00:16:00;1.84
2025-07-29 00:17:00;1.84
2025-07-29 00:18:00;1.84
2025-07-29 00:19:00;1.83
2025-07-29 00:20:00;1.83
2025-07-29 00:21:00;1.83
2025-07-29 00:22:00;1.82
2025-07-29 00:23:00;1.82
2025-07-29 00:24:00;1.82
2025-07-29 00:25:00;1.8
2025-07-29 00:26:00;1.8
2025-07-29 00:27:00;1.8
2025-07-29 00:28:00;1.8
2025-07-29 00:29:00;1.79
2025-07-29 00:30:00;1.79
2025-07-29 00:31:00;1.79
2025-07-29 00:32:00;1.78
2025-07-29 00:33:00;1.78
2025-07-29 00:34:00;1.78
2025-07-29 00:35:00;1.78
2025-07-29 00:36:00;1.77
2025-07-29 00:37:00;1.77
2025-07-29 00:38:00;1.77
2025-07-29 00:39:00;1.77
2025-07-29 00:40:00;1.77
2025-07-29 00:41:00;1.76
2025-07-29 00:42:00;1.76
2025-07-29 00:43:00;1.76
2025-07-29 00:44:00;1.76
2025-07-29 00:45:00;1.75
2025-07-29 00:46:00;1.75
2025-07-29 00:47:00;1.75
2025-07-29 00:48:00;1.75
2025-07-29 00:49:00;1.75
2025-07-29 00:50:00;1.75
2025-07-29 00:51:00;1.75
2025-07-29 00:52:00;1.75
2025-07-29 00:53:00;1.75
2025-07-29 00:54:00;1.75
2025-07-29 00:55:00;1.75
2025-07-29 00:56:00;1.74
2025-07-29 00:57:00;1.74
2025-07-29 00:58:00;1.74
2025-07-29 00:59:00;1.74
2025-07-29 01:00:00;1.74
2025-07-29 01:01:00;1.73
2025-07-29 01:02:00;1.73
2025-07-29 01:03:00;1.73
2025-07-29 01:04:00;1.73
2025-07-29 01:05:00;1.73
2025-07-29 01:06:00;1.73
2025-07-29 01:07:00;1.72
2025-07-29 01:08:00;1.72
2025-07-29 01:09:00;1.72
2025-07-29 01:10:00;1.72
2025-07-29 01:11:00;1.72
2025-07-29 01:12:00;1.72
2025-07-29 01:13:00;1.72
2025-07-29 01:14:00;1.71
2025-07-29 01:15:00;1.71
2025-07-29 01:16:00;1.71
